date,event,signal_date,ts_code,name,equity,account_return,daily_status,peak_equity,drawdown
20240520,INITIAL,,,,500000.0,0.0,INITIAL,500000.0,0.0
20240520,CLOSED_BY_HISTORICAL_SIM,20240520,300162.SZ,雷曼光电,701507.8273659114,0.403015654731823,CLOSED_BY_HISTORICAL_SIM,701507.8273659114,0.0
20240521,NO_CANDIDATE,20240521,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240522,NO_CANDIDATE,20240522,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240523,NO_CANDIDATE,20240523,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240524,NO_CANDIDATE,20240524,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240527,NO_CANDIDATE,20240527,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240528,NO_CANDIDATE,20240528,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240529,NO_CANDIDATE,20240529,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240530,NO_CANDIDATE,20240530,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240531,NO_CANDIDATE,20240531,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240603,NO_CANDIDATE,20240603,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240604,NO_CANDIDATE,20240604,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240605,NO_CANDIDATE,20240605,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240606,NO_CANDIDATE,20240606,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240607,NO_CANDIDATE,20240607,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240611,NO_CANDIDATE,20240611,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240612,NO_CANDIDATE,20240612,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240613,NO_CANDIDATE,20240613,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240614,NO_CANDIDATE,20240614,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240617,NO_CANDIDATE,20240617,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240618,NO_CANDIDATE,20240618,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240619,NO_CANDIDATE,20240619,,,701507.8273659114,0.0,NO_CANDIDATE,701507.8273659114,0.0
20240620,CLOSED_BY_HISTORICAL_SIM,20240620,300469.SZ,信息发展,741862.1905795921,0.0575251788211788,CLOSED_BY_HISTORICAL_SIM,741862.1905795921,0.0
20240621,NO_CANDIDATE,20240621,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240624,NO_CANDIDATE,20240624,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240625,NO_CANDIDATE,20240625,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240626,NO_CANDIDATE,20240626,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240627,NO_CANDIDATE,20240627,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240628,NO_CANDIDATE,20240628,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240701,NO_CANDIDATE,20240701,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240702,NO_CANDIDATE,20240702,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240703,NO_CANDIDATE,20240703,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240704,NO_CANDIDATE,20240704,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240705,NO_CANDIDATE,20240705,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240708,NO_CANDIDATE,20240708,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240709,NO_CANDIDATE,20240709,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240710,NO_CANDIDATE,20240710,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
20240711,NO_CANDIDATE,20240711,,,741862.1905795921,0.0,NO_CANDIDATE,741862.1905795921,0.0
