scenario,signal_date,strategy_leg,operation_status,ts_code,name,market_segment,risk_flags,account_return,equity_before,equity_after,return_source,active_position,buy_executed,sell_executed,buy_reject_reason,sell_reject_reason,buy_trade_date,exit_trade_date,buy_price,exit_price,path_conflict,limit_down_blocked_days,live_order_enabled,initial_equity,peak_equity,drawdown,residual_filter_scenario,residual_filter_description
A_plus_B_strict,20251112,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251113,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251114,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251117,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251118,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251119,NONE,NO_CANDIDATE,,,,,0.0,500000.0,500000.0,,,False,False,,,,,,,False,0,False,500000.0,500000.0,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251120,A,HISTORICAL_SIM_FILLED,301092.SZ,争光股份,chi_next,无,-0.0505145833968012,500000.0,474742.7083015994,a_audit_dynamic_account_return,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251121,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,474742.7083015994,474742.7083015994,,301092.SZ 争光股份,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251124,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251125,A,REVIEW_REQUIRED_PLAN_ONLY,301117.SZ,佳缘科技,chi_next,LOSS_OVERLAY_WATCH,0.0,474742.7083015994,474742.7083015994,manual_review_skip,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251126,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251127,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251128,NONE,NO_CANDIDATE,,,,,0.0,474742.7083015994,474742.7083015994,,,False,False,,,,,,,False,0,False,500000.0,500000.0,-0.05051458339680115,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251201,B,HISTORICAL_SIM_FILLED,000078.SZ,海王生物,sz_main,无,0.14838169073032234,474742.7083015994,545185.834021283,b_conservative_daily_replay,,True,True,,,20251202,20251203,3.8037999999999994,4.515479999999999,False,0,False,500000.0,545185.834021283,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251202,A_OR_B,POSITION_OCCUPIED_SKIP,,,,,0.0,545185.834021283,545185.834021283,,000078.SZ 海王生物,False,False,,,,,,,False,0,False,500000.0,545185.834021283,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
A_plus_B_strict,20251203,NONE,NO_CANDIDATE,,,,,0.0,545185.834021283,545185.834021283,,,False,False,,,,,,,False,0,False,500000.0,545185.834021283,0.0,baseline_ab_filtered,当前 A+B filtered，不增加额外B过滤。
